id,name,attribute,level,type,atk,def,passcode
7345,Card Blocker,EARTH,3,Warrior,400,400,42256406
7346,Beast King Barbaros,EARTH,8,Beast-Warrior,3000,1200,78651105
7347,Splendid Venus,LIGHT,8,Fairy,2800,2400,5645210
7348,Mad Reloader,DARK,1,Fiend,0,0,31034919
7351,Phantom of Chaos,DARK,4,Fiend,0,0,30312361
7352,Darklord Nurse Reficule,DARK,4,Fairy,1400,600,67316075
7358,Shutendoji,EARTH,4,Zombie,1500,800,65422840
7359,Mezuki,EARTH,4,Zombie,1700,800,92826944
7363,Nine-Tailed Fox,FIRE,6,Zombie,2200,2000,27198001
7364,Wish Dragon,LIGHT,2,Dragon,700,100,64583600
7365,Gladiator Beast Andal,EARTH,4,Beast-Warrior,1900,1500,90582719
7366,Atlantean Pikeman,WATER,2,Sea Serpent,1400,0,26976414
7367,Earth Effigy,EARTH,4,Rock,100,2000,53461122
7368,Wind Effigy,WIND,4,Winged Beast,1800,200,99865167
7369,Gemini Lancer,WATER,4,Sea Serpent,1800,1400,26254876
7370,Imprisoned Queen Archfiend,DARK,8,Fiend,2600,1700,52248570
7374,"Chimaera, the Master of Beasts",LIGHT,9,Beast,3000,3000,501000006
7375,Emperor of Lightning,LIGHT,8,Thunder,2600,2600,501000007
7376,Evil HERO Infernal Prodigy,DARK,2,Fiend,300,600,50304345
7377,Armor Breaker,EARTH,3,Warrior,800,800,87798440
7384,Phantom Skyblaster,DARK,4,Fiend,1100,800,12958919
7385,Grave Squirmer,DARK,1,Fiend,0,0,48343627
7386,Grinder Golem,DARK,8,Fiend,3000,300,75732622
7392,Exodius the Ultimate Forbidden Lord,DARK,10,Spellcaster,-1,0,13893596
7397,Thunder King Rai-Oh,LIGHT,4,Thunder,1900,800,71564252
7398,Deep Diver,WATER,3,Aqua,1000,1100,17559367
7401,Vortex Trooper,WIND,3,Aqua,0,600,7736719
7404,Fog King,WATER,7,Spellcaster,0,0,6614221
7405,Fossil Dyna Pachycephalo,EARTH,4,Rock,1200,1300,42009836
7406,Rainbow Dark Dragon,DARK,10,Dragon,4000,0,79407975
7407,Samsara Lotus,DARK,1,Plant,0,0,5592689
7408,Regenerating Rose,DARK,7,Plant,0,1500,31986288
7409,Yubel,DARK,10,Fiend,0,0,78371393
7410,Yubel - Terror Incarnate,DARK,11,Fiend,0,0,4779091
7411,Yubel - The Ultimate Nightmare,DARK,12,Fiend,0,0,31764700
7412,Armored Cybern,WIND,4,Machine,0,2000,67159705
7413,Cyber Valley,LIGHT,1,Machine,0,0,3657444
7414,Cyber Ouroboros,DARK,2,Machine,100,600,30042158
7415,Volcanic Counter,FIRE,3,Pyro,300,1300,66436257
7416,Destiny HERO - Dunker,DARK,4,Warrior,1200,1700,93431862
7417,Destiny HERO - Departed,DARK,2,Warrior,1000,0,39829561
7418,Dark Horus,DARK,8,Dragon,3000,1800,66214679
7419,The Dark Creator,DARK,8,Thunder,2300,3000,92719314
7420,Dark Nephthys,DARK,8,Winged Beast,2400,1600,38107923
7421,Dark Armed Dragon,DARK,7,Dragon,2800,1000,65192027
7422,Dark Crusader,DARK,4,Warrior,1600,200,91596726
7423,Armageddon Knight,DARK,4,Warrior,1400,1200,28985331
7424,Doomsday Horror,DARK,4,Fiend,-1,-1,64379430
7425,Obsidian Dragon,DARK,4,Rock,800,2100,90464188
7426,Shadowpriestess of Ohm,DARK,4,Spellcaster,1700,1600,27869883
7427,Gigaplant,EARTH,6,Plant,2400,1200,53257892
7428,Future Samurai,LIGHT,4,Warrior,1600,1200,90642597
7429,Vengeful Shinobi,DARK,2,Warrior,400,800,26046205
7430,The Immortal Bushi,DARK,3,Warrior,1200,600,52035300
7431,Field-Commander Rahz,EARTH,4,Warrior,1600,1200,89529919
7432,Gladiator Beast Darius,EARTH,4,Beast-Warrior,1700,300,25924653
7433,Black Veloci,EARTH,4,Dinosaur,1800,300,52319752
7434,Superancient Deepsea King Coelacanth,WATER,7,Fish,2800,2200,88307361
7435,Cannon Soldier MK-2,EARTH,5,Machine,1900,1200,14702066
7436,The Calculator,LIGHT,2,Thunder,-1,0,51196174
7437,Sea Koala,EARTH,2,Beast,100,1600,87685879
7438,Blue Thunder T-45,LIGHT,4,Machine,1700,1000,14089428
7439,Magnetic Mosquito,LIGHT,3,Insect,300,1000,50074522
7440,Black Mamba,DARK,3,Reptile,1300,1000,86469231
7480,Gladiator Beast Octavius,LIGHT,7,Winged Beast,2500,1200,29590752
7481,Gladiator Beast Torax,WATER,3,Fish,1400,400,65984457
7482,Test Tiger,EARTH,3,Beast,600,300,92373006
7484,Dragon Ice,WATER,5,Dragon,1800,2200,64262809
7485,Tongue Twister,DARK,6,Fiend,400,300,91250514
7486,Skreech,WATER,4,Reptile,1500,400,27655513
7487,Royal Firestorm Guards,FIRE,4,Pyro,1700,1200,54040221
7490,Fire Trooper,FIRE,3,Warrior,1000,1000,53927679
7491,Elemental HERO Prisma,LIGHT,4,Warrior,1700,1100,89312388
7492,Card Ejector,EARTH,3,Spellcaster,400,400,26701483
7498,Ice Queen,WATER,8,Spellcaster,2900,2100,14462257
7504,Cassimolar,DARK,3,Fiend,1000,1200,12527118
7505,Leraje the God of Archery,DARK,4,Fiend,1800,1600,49922726
7506,Votis,DARK,4,Fiend,1700,1900,75311421
7511,"Urubonus, the Avatar of Malice",DARK,5,Reptile,2000,800,47077697
7514,Gaap the Divine Soldier,DARK,6,Fiend,2200,2000,37955049
7516,Caius the Shadow Monarch,DARK,6,Fiend,2400,1000,9748752
7517,Dimensional Alchemist,LIGHT,4,Fairy,1300,200,36733451
7518,Samsara Kaiser,EARTH,2,Warrior,200,100,72237166
7522,Evil Dragon Ananta,DARK,8,Reptile,-1,-1,8400623
7526,Winged Kuriboh LV9,LIGHT,9,Fairy,-1,-1,33776734
7527,"Blizzed, Defender of the Ice Barrier",WATER,1,Aqua,300,500,60161788
7528,Blizzard Warrior,WATER,3,Warrior,1400,400,96565487
7529,Cryomancer of the Ice Barrier,WATER,2,Aqua,1300,0,23950192
7530,Mist Valley Thunderbird,WIND,3,Thunder,1100,700,69448290
7531,Mist Valley Shaman,WIND,3,Winged Beast,1200,1200,95443805
7532,Mist Valley Soldier,WIND,4,Winged Beast,1700,300,22837504
7533,Flamvell Dragnov,FIRE,2,Dragon,1100,200,68226653
7534,Flamvell Magician,FIRE,4,Spellcaster,1400,200,95621257
7535,Flamvell Guard,FIRE,1,Dragon,100,2000,21615956
7536,X-Saber Axel,EARTH,1,Beast-Warrior,400,100,53100061
7537,X-Saber Airbellum,EARTH,3,Beast,1600,200,90508760
7538,X-Saber Uruz,EARTH,4,Beast-Warrior,1600,1000,26993374
7539,"Commander Gottoms, Swordmaster",EARTH,6,Beast-Warrior,2100,1600,53388413
7540,Ally of Justice Clausolas,DARK,6,Machine,2300,1200,89386122
7541,Ally of Justice Garadholg,DARK,4,Machine,1600,400,25771826
7542,Ally of Justice Rudra,DARK,5,Machine,1900,1200,52265835
7543,Worm Apocalypse,LIGHT,1,Reptile,300,200,88650530
7544,Worm Barses,LIGHT,3,Reptile,1400,1500,15658249
7545,Worm Cartaros,LIGHT,4,Reptile,1200,500,51043243
7546,Worm Dimikles,LIGHT,4,Reptile,1700,1400,88438982
7547,Worm Erokin,LIGHT,6,Reptile,2400,1200,14936691
7557,Red-Eyes Darkness Metal Dragon,DARK,10,Dragon,2800,2400,88264978
7558,Gaia Plate the Earth Giant,EARTH,8,Rock,2800,1000,14258627
7559,Sauropod Brachion,EARTH,8,Dinosaur,1500,3000,41753322
7560,"Tethys, Goddess of Light",LIGHT,5,Fairy,2400,1800,87148330
7561,Dark Grepher,DARK,4,Warrior,1700,1600,14536035
7562,Darklord Zerato,DARK,8,Fairy,2800,2300,40921744
7563,Darknight Parshath,DARK,5,Fairy,1900,1400,76925842
7564,Deepsea Macrotrema,WATER,1,Fish,600,100,13314457
7565,Metabo Globster,DARK,3,Fiend,800,300,49808196
7566,Golden Flying Fish,LIGHT,4,Fish,1700,1000,76203291
7567,Prime Material Dragon,LIGHT,6,Dragon,2400,2000,12298909
7568,Lonefire Blossom,FIRE,3,Plant,500,1400,48686504
7569,"Aztekipede, the Worm Warrior",EARTH,4,Insect,1900,400,75081613
7571,Athena,LIGHT,7,Fairy,2600,800,48964966
7572,Hecatrice,LIGHT,4,Fairy,1500,1100,74968065
7574,Honest,LIGHT,4,Fairy,1100,1900,37742478
7575,Cross Porter,DARK,2,Warrior,400,400,73146473
7576,Miracle Flipper,LIGHT,2,Spellcaster,300,500,131182
7577,Destiny HERO - Dread Servant,DARK,3,Warrior,400,700,36625827
7578,Volcanic Queen,FIRE,6,Pyro,2500,1200,63014935
7579,Jinzo - Returner,DARK,3,Machine,600,1400,9418534
7580,Jinzo - Lord,DARK,8,Machine,2600,1600,35803249
7581,Arcana Force 0 - The Fool,LIGHT,1,Fairy,0,0,62892347
7582,Arcana Force I - The Magician,LIGHT,4,Fairy,1100,1100,8396952
7583,Arcana Force III - The Empress,LIGHT,4,Fairy,1300,1300,35781051
7584,Arcana Force IV - The Emperor,LIGHT,4,Fairy,1400,1400,61175706
7585,Arcana Force VI - The Lovers,LIGHT,4,Fairy,1600,1600,97574404
7586,Arcana Force VII - The Chariot,LIGHT,4,Fairy,1700,1700,34568403
7587,Arcana Force XIV - Temperance,LIGHT,6,Fairy,2400,2400,60953118
7588,Arcana Force XVIII - The Moon,LIGHT,7,Fairy,2800,2800,97452817
7589,Arcana Force XXI - The World,LIGHT,8,Fairy,3100,3100,23846921
7590,Arcana Force EX - The Dark Ruler,LIGHT,10,Fairy,4000,4000,69831560
7591,"Jain, Lightsworn Paladin",LIGHT,4,Warrior,1800,1200,96235275
7592,"Lyla, Lightsworn Sorceress",LIGHT,4,Spellcaster,1700,200,22624373
7593,"Garoth, Lightsworn Warrior",LIGHT,4,Warrior,1850,1300,59019082
7594,"Lumina, Lightsworn Summoner",LIGHT,3,Spellcaster,1000,1000,95503687
7595,"Ryko, Lightsworn Hunter",LIGHT,2,Beast,200,100,21502796
7596,"Wulf, Lightsworn Beast",LIGHT,4,Beast-Warrior,2100,300,58996430
7597,"Celestia, Lightsworn Angel",LIGHT,5,Fairy,2300,200,94381039
7598,"Gragonith, Lightsworn Dragon",LIGHT,6,Dragon,2000,1600,21785144
7599,Judgment Dragon,LIGHT,8,Dragon,3000,2600,57774843
7600,Dark Valkyria,DARK,4,Fairy,1800,1050,83269557
7601,Substitoad,WATER,1,Aqua,100,2000,20663556
7602,Unifrog,WATER,2,Aqua,400,400,56052205
7603,Batteryman Charger,LIGHT,5,Thunder,1800,1200,83446909
7604,Batteryman Industrial Strength,LIGHT,8,Thunder,2600,0,19441018
7605,Batteryman Micro-Cell,LIGHT,1,Thunder,100,100,56839613
7606,Goblin Recon Squad,WIND,4,Warrior,1700,0,82324312
7607,"Interplanetary Invader ""A""",LIGHT,1,Reptile,0,500,14729426
7608,Diskblade Rider,WIND,4,Fiend,1700,1500,41113025
7609,Golden Ladybug,LIGHT,1,Insect,0,0,87102774
7610,DUCKER Mobile Cannon,LIGHT,3,Machine,500,500,14506878
7611,The Lady in Wight,DARK,3,Zombie,0,2200,40991587
7612,"Simorgh, Bird of Ancestry",WIND,8,Winged Beast,2900,2000,86489182
7613,Cloudian - Storm Dragon,WATER,4,Fairy,1000,0,13474291
7614,Phantom Dragon,LIGHT,8,Dragon,2300,2200,49879995
7654,Onmoraki,EARTH,4,Zombie,1200,1000,95990456
7658,Emperor Sem,LIGHT,4,Fiend,1300,2200,21672573
7659,Kuraz the Light Monarch,LIGHT,6,Warrior,2400,1000,57666212
7660,Maiden of Macabre,DARK,4,Spellcaster,1700,0,84055227
7661,Hanewata,LIGHT,1,Fairy,200,300,20450925
7662,Nimble Musasabi,EARTH,2,Beast,800,100,57844634
7663,Oyster Meister,WATER,3,Fish,1600,200,83239739
7664,Dharc the Dark Charmer,DARK,3,Spellcaster,500,1500,19327348
7666,Gigantic Cephalotus,EARTH,4,Plant,1850,700,82116191
7667,Nettles,EARTH,2,Plant,1200,400,19505896
7669,Horseytail,WIND,2,Plant,400,500,82994509
7670,Cursed Fig,WATER,1,Plant,200,200,18489208
7673,Herald of Orange Light,LIGHT,2,Fairy,300,500,17266660
7674,Herald of Perfection,LIGHT,6,Fairy,1800,2800,44665365
7675,Twin-Barrel Dragon,DARK,4,Machine,1700,200,70050374
7676,Izanagi,WIND,6,Fairy,2200,1000,6544078
7677,Izanami,WATER,4,Fairy,1100,1800,43543777
7678,B.E.S. Big Core MK-2,FIRE,6,Machine,2400,1100,75937826
7684,Tune Warrior,EARTH,3,Warrior,1600,200,74093656
7685,Water Spirit,WATER,1,Aqua,400,1200,487395
7686,Sonic Chick,EARTH,1,Winged Beast,300,300,36472900
7687,Junk Synchron,DARK,3,Warrior,1300,500,63977008
7688,Speed Warrior,WIND,2,Warrior,900,400,9365703
7689,Magna Drago,FIRE,2,Dragon,1400,600,36750412
7690,Frequency Magician,LIGHT,2,Spellcaster,800,400,62154416
7699,Turbo Booster,EARTH,1,Machine,0,0,60187739
7700,Nitro Synchron,FIRE,2,Machine,300,100,96182448
7701,Quillbolt Hedgehog,EARTH,2,Machine,800,800,23571046
7702,Ghost Gardna,DARK,4,Warrior,0,1900,59965151
7703,Shield Warrior,EARTH,3,Warrior,800,1600,95360850
7704,Small Piece Golem,EARTH,3,Rock,1100,0,22754505
7705,Medium Piece Golem,EARTH,4,Rock,1600,0,58843503
7706,Big Piece Golem,EARTH,5,Rock,2100,0,25247218
7707,Sinister Sprocket,DARK,1,Fiend,400,0,61632317
7708,Dark Resonator,DARK,3,Fiend,1300,300,97021916
7709,Twin-Shield Defender,EARTH,4,Warrior,700,1600,24025620
7710,Jutte Fighter,EARTH,2,Warrior,700,900,60410769
7711,Handcuffs Dragon,WIND,5,Dragon,1800,1800,97904474
7712,Montage Dragon,EARTH,8,Dragon,-1,0,23303072
7713,Gonogo,EARTH,3,Rock,1350,1600,59797187
7714,Mind Master,LIGHT,1,Psychic,100,200,96782886
7715,Doctor Cranium,EARTH,1,Psychic,100,100,22171591
7716,Krebons,DARK,2,Psychic,1200,400,59575539
7717,Mind Protector,LIGHT,3,Psychic,0,2200,85060248
7718,Psychic Commander,EARTH,3,Psychic,1400,800,21454943
7719,Psychic Snail,EARTH,4,Psychic,1900,1200,58453942
7720,Telekinetic Shocker,EARTH,4,Psychic,1700,700,84847656
7721,Destructotron,EARTH,4,Psychic,1600,400,11232355
7722,Gladiator Beast Equeste,WIND,4,Winged Beast,1600,1200,57731460
7723,"Jenis, Lightsworn Mender",LIGHT,4,Spellcaster,300,2100,83725008
7724,Mecha Bunny,EARTH,2,Machine,800,100,10110717
7725,Kunoichi,WIND,4,Warrior,1800,1000,56514812
7726,Beast of the Pharaoh,EARTH,3,Zombie,400,600,83903521
7727,Dark Hunter,DARK,4,Fiend,1600,400,19357125
7728,Kinka-byo,DARK,1,Beast,400,200,45452224
7729,Yamato-no-Kami,DARK,6,Warrior,2200,1200,82841979
7730,Silent Strider,EARTH,2,Insect,300,700,18235577
7731,Noisy Gnat,EARTH,2,Insect,700,300,45620686
7760,Machine Lord Ür,EARTH,4,Machine,1600,1500,96938777
7770,Dark Simorgh,DARK,7,Winged Beast,2700,1000,11366199
7782,"Alector, Sovereign of Birds",WIND,6,Winged Beast,2400,2000,17573739
7788,Dupe Frog,WATER,2,Aqua,100,2000,46239604
7790,Beast Machine King Barbaros Ür,EARTH,8,Beast-Warrior,3800,1200,19028307
7795,Guardian of Order,LIGHT,8,Warrior,2500,1200,71799173
7796,"Aurkus, Lightsworn Druid",LIGHT,3,Beast-Warrior,1200,1800,7183277
7797,"Ehren, Lightsworn Monk",LIGHT,4,Warrior,1600,1000,44178886
7798,Dark General Freed,DARK,5,Warrior,2300,1700,70676581
7799,Magical Exemplar,EARTH,4,Spellcaster,1700,1400,6061630
7800,Maniacal Servant,DARK,3,Spellcaster,600,1000,33455338
7801,Flame Spirit Ignis,FIRE,4,Pyro,1500,1200,79444933
7802,Super-Ancient Dinobeast,EARTH,8,Dinosaur,2700,1400,6849042
7804,Red Ogre,EARTH,7,Zombie,2800,2100,68722455
7805,Neos Wiseman,LIGHT,10,Spellcaster,3000,3000,5126490
7807,Genex Controller,DARK,3,Machine,1400,1200,68505803
7808,Genex Undine,WATER,3,Aqua,1200,600,4904812
7809,Genex Power Planner,LIGHT,1,Spellcaster,300,200,30399511
7810,Genex Searcher,EARTH,4,Machine,1600,400,67483216
7811,Genex Worker,WIND,3,Machine,1200,1200,93882364
7812,Reese the Ice Mistress,WATER,2,Sea Serpent,800,800,30276969
7813,Royal Knight of the Ice Barrier,WATER,5,Warrior,2000,2000,66661678
7814,Numbing Grub in the Ice Barrier,WATER,4,Insect,1300,1800,92065772
7815,Mist Valley Watcher,WIND,4,Spellcaster,1500,1900,29054481
7816,Mist Condor,WIND,4,Winged Beast,1400,400,65549080
7817,Mist Valley Windmaster,WIND,2,Winged Beast,400,800,92933195
7818,Flamvell Poun,FIRE,1,Pyro,200,200,28332833
7819,Flamvell Archer,FIRE,3,Pyro,1000,200,54326448
7820,Flamvell Fiend,FIRE,5,Fiend,2100,1200,91711547
7821,X-Saber Anu Piranha,EARTH,4,Warrior,1800,1100,23115241
7822,X-Saber Galahad,EARTH,4,Warrior,1800,800,50604950
7823,X-Saber Palomuro,EARTH,1,Reptile,200,300,96099959
7824,X-Saber Pashuul,EARTH,2,Warrior,100,0,23093604
7825,Ally Salvo,DARK,2,Machine,400,300,59482302
7826,Ally of Justice Thousand Arms,DARK,4,Machine,1700,0,85876417
7827,Ally of Justice Unknown Crusher,DARK,3,Machine,1200,800,22371016
7828,Worm Falco,LIGHT,2,Reptile,500,800,58760121
7829,Worm Gulse,LIGHT,4,Reptile,1500,300,85754829
7830,Worm Hope,LIGHT,1,Reptile,800,1500,11159464
7831,Worm Illidan,LIGHT,5,Reptile,2000,1800,57543573
7832,Worm Jetelikpse,LIGHT,3,Reptile,1200,0,84932271
7833,Worm King,LIGHT,8,Reptile,2700,1100,10026986
7837,Chaos-End Master,LIGHT,3,Warrior,1500,1000,46609443
7838,Sphere of Chaos,DARK,5,Machine,1600,0,82693042
7839,Genex Neutron,LIGHT,4,Machine,1800,1200,19182751
7840,Ally of Justice Cyclone Creator,DARK,3,Machine,1400,1200,45586855
7841,Road Synchron,LIGHT,4,Machine,1600,800,71971554
7842,Goblin Decoy Squad,DARK,4,Warrior,1000,0,18960169
7843,Jade Knight,LIGHT,4,Machine,1000,1800,44364207
7844,Tree Otter,WATER,2,Beast,1200,100,71759912
7846,Zombie Mammoth,EARTH,4,Zombie,1900,0,43642620
7849,Plaguespreader Zombie,DARK,2,Zombie,400,200,33420078
7850,The White Stone of Legend,LIGHT,1,Dragon,300,250,79814787
7852,Cyber Shark,WATER,5,Fish,2100,2000,32393580
7853,Hand of the Six Samurai,FIRE,3,Warrior,1600,1000,78792195
7854,Red-Eyes Zombie Dragon,DARK,7,Zombie,2400,2000,5186893
7855,Malevolent Mech - Goku En,LIGHT,6,Zombie,2400,1400,31571902
7856,Paladin of the Cursed Dragon,LIGHT,4,Zombie,1900,1200,68670547
7865,Counselor Lily,EARTH,3,Fairy,400,1500,5519829
7866,Grapple Blocker,EARTH,4,Psychic,1200,2000,32907538
7869,Healing Wave Generator,LIGHT,4,Machine,800,1600,31281980
7870,Turbo Synchron,WIND,1,Machine,100,500,67270095
7871,Mad Archfiend,DARK,4,Fiend,1800,0,94664694
7872,Wall of Ivy,EARTH,2,Plant,300,1200,30069398
7873,Copy Plant,WIND,1,Plant,0,0,66457407
7874,Morphtronic Celfon,EARTH,1,Machine,100,100,93542102
7875,Morphtronic Magnen,EARTH,3,Thunder,800,800,29947751
7876,Morphtronic Datatron,FIRE,3,Pyro,1200,600,66331855
7877,Morphtronic Boomboxen,EARTH,4,Machine,1200,400,92720564
7878,Morphtronic Cameran,LIGHT,2,Machine,800,600,28124263
7879,Morphtronic Radion,LIGHT,4,Thunder,1000,900,55119278
7880,Morphtronic Clocken,EARTH,2,Machine,600,1100,91607976
7881,Gadget Hauler,EARTH,6,Machine,1300,0,28002611
7882,Gadget Driver,EARTH,1,Machine,200,200,54497620
7883,Search Striker,WIND,4,Warrior,1600,1200,80885324
7884,Pursuit Chaser,EARTH,3,Machine,1400,600,27870033
7885,Iron Chain Repairman,EARTH,4,Warrior,1600,1200,53274132
7886,Iron Chain Snake,EARTH,3,Reptile,800,1200,80769747
7887,Iron Chain Blaster,EARTH,2,Warrior,1100,0,26157485
7888,Iron Chain Coil,EARTH,3,Machine,1100,1600,53152590
7889,Power Injector,EARTH,4,Psychic,1300,1400,89547299
7890,Storm Caller,WIND,6,Psychic,2300,2000,15935204
7891,Psychic Jumper,EARTH,2,Psychic,100,1500,52430902
7892,Botanical Girl,WATER,3,Plant,1300,1100,84824601
7893,"Tytannial, Princess of Camellias",WIND,8,Plant,2800,2600,11819616
7894,Fabled Raven,LIGHT,2,Fiend,1300,1000,47217354
7895,Comrade Swordsman of Landstar,EARTH,3,Warrior,500,1200,83602069
7896,Tiger Dragon,EARTH,6,Dragon,2400,1800,10097168
7937,Kasha,EARTH,8,Zombie,-1,1000,52512994
7943,Flip Flop Frog,WATER,2,Aqua,500,200,81278754
7944,Naturia Beetle,EARTH,4,Insect,400,1800,27762803
7945,Naturia Rock,EARTH,3,Rock,1200,1200,54161401
7946,Naturia Guardian,EARTH,4,Plant,1600,400,80555116
7947,Naturia Vein,EARTH,1,Plant,200,300,16940215
7948,Genex Furnace,FIRE,5,Pyro,2000,1300,53944920
7949,Genex Gaia,EARTH,3,Rock,1000,1900,89333528
7950,Genex Spare,DARK,3,Machine,800,1200,16828633
7951,Genex Turbine,EARTH,4,Machine,1400,1300,52222372
7952,Genex Doctor,DARK,3,Spellcaster,1500,1000,89211486
7953,Genex Solar,LIGHT,7,Machine,2500,1500,15605085
7954,Dai-sojo of the Ice Barrier,WATER,6,Spellcaster,1600,2200,41090784
7955,Medium of the Ice Barrier,WATER,7,Spellcaster,2200,1600,88494899
7956,Mist Valley Baby Roc,WIND,2,Winged Beast,400,600,14983497
7957,Mist Valley Executor,WIND,5,Thunder,2100,1600,41978142
7958,Flamvell Grunika,FIRE,4,Dragon,1700,200,77372241
7959,Flamvell Baby,FIRE,1,Pyro,800,200,13761956
7960,Ally Mind,DARK,5,Machine,1800,1400,40155554
7961,Ally of Justice Nullfier,DARK,4,Machine,1600,1200,76650663
7962,Ally of Justice Searcher,DARK,3,Machine,1400,100,3648368
7963,Ally of Justice Enemy Catcher,DARK,6,Machine,1800,1800,45033006
7964,Ally of Justice Thunder Armor,DARK,8,Machine,2700,2200,71438011
7965,Ally of Justice Cosmic Gateway,DARK,8,Machine,2400,1200,8822710
7966,Worm Linx,LIGHT,2,Reptile,300,1000,44811425
7967,Worm Millidith,LIGHT,4,Reptile,400,1600,71315423
7968,Worm Noble,LIGHT,6,Reptile,1500,2400,7700132
7978,Genesis Dragon,LIGHT,6,Dragon,2200,1800,31038159
7981,Gallis the Star Beast,EARTH,3,Beast,800,800,30915572
7982,Red-Eyes Wyvern,WIND,4,Dragon,1800,1600,67300516
7983,Darkness Destroyer,DARK,7,Fiend,2300,1800,93709215
7984,White Night Queen,LIGHT,7,Fairy,2100,800,20193924
7985,Fortress Warrior,EARTH,2,Warrior,600,1200,66288028
7986,Tuningware,LIGHT,1,Machine,100,300,92676637
7990,Shield Wing,WIND,2,Winged Beast,0,900,28859794
7991,Vice Dragon,DARK,5,Dragon,2000,2400,54343893
7998,Summon Reactor ・SK,DARK,5,Machine,2000,1400,89493368
7999,Flying Fortress SKY FIRE,WIND,8,Machine,3000,2500,16898077
8000,Trap Reactor ・Y FI,DARK,4,Machine,800,1800,52286175
8001,Black Salvo,DARK,3,Machine,100,1100,88671720
8002,Spell Reactor ・RE,DARK,3,Machine,1200,900,15175429
8003,Rose Tentacles,EARTH,6,Plant,2200,1200,41160533
8004,Turret Warrior,EARTH,5,Warrior,1200,2000,88559132
8005,Debris Dragon,WIND,4,Dragon,1000,2000,14943837
8006,Hyper Synchron,LIGHT,4,Machine,1600,800,40348946
8007,Red Dragon Archfiend/Assault Mode,DARK,10,Dragon,3500,2500,77336644
8008,Trap Eater,DARK,4,Fiend,1900,1600,13821299
8009,Twin-Sword Marauder,DARK,4,Warrior,1600,1000,40225398
8010,Dark Tinker,DARK,2,Fiend,1000,1300,76614003
8011,Blackwing - Gale the Whirlwind,DARK,3,Winged Beast,1300,400,2009101
8012,Blackwing - Bora the Spear,DARK,4,Winged Beast,1700,800,49003716
8013,Blackwing - Sirocco the Dawn,DARK,5,Winged Beast,2000,900,75498415
8014,Twilight Rose Knight,DARK,3,Warrior,1000,1000,2986553
8015,Morphtronic Boarden,EARTH,3,Machine,500,1800,48381268
8016,Morphtronic Slingen,WIND,4,Machine,1200,800,75775867
8017,Doomkaiser Dragon/Assault Mode,FIRE,8,Zombie,2900,2000,1764972
8018,Hyper Psychic Blaster/Assault Mode,EARTH,11,Psychic,3500,3000,37169670
8019,Arcanite Magician/Assault Mode,LIGHT,9,Spellcaster,900,2300,14553285
8020,Arcane Apprentice,FIRE,2,Spellcaster,1000,400,40048324
8021,Assault Mercenary,EARTH,4,Warrior,1800,300,77036039
8022,Assault Beast,EARTH,4,Beast-Warrior,1900,1200,3431737
8023,Night Wing Sorceress,WIND,3,Spellcaster,1300,1200,49826746
8024,Lifeforce Harmonizer,WIND,2,Psychic,800,400,76214441
8025,Gladiator Beast Samnite,EARTH,3,Beast,1600,1200,2619149
8026,Inmato,DARK,3,Plant,1400,800,39703254
8027,Scanner,LIGHT,1,Machine,-1,-1,75198893
8028,Dimension Fortress Weapon,DARK,4,Machine,1700,200,1596508
8029,Desert Protector,EARTH,4,Insect,800,1000,38981606
8030,Cross-Sword Beetle,WIND,4,Insect,1800,1200,74976215
8031,Bee List Soldier,WIND,1,Insect,500,400,1474910
8032,Hydra Viper,WATER,4,Reptile,1800,400,37869028
8033,Alien Overlord,DARK,6,Reptile,2200,1600,63253763
8034,Alien Ammonite,LIGHT,1,Reptile,500,200,652362
8076,Victoria,LIGHT,4,Fairy,1800,1500,75162696
8077,"Rose, Warrior of Revenge",FIRE,4,Warrior,1600,600,1557341
8078,Seed of Flame,FIRE,3,Plant,1600,1200,38041940
8079,Cactus Fighter,EARTH,4,Plant,1900,400,74440055
8080,Overdrive Teleporter,LIGHT,6,Psychic,2100,1200,1834753
8081,Rai-Jin,LIGHT,4,Thunder,-1,1000,37829468
8082,Rai-Mei,LIGHT,3,Thunder,1400,1200,63223467
8083,Gladiator Beast Retiari,WATER,3,Aqua,1200,800,612115
8084,Night's End Sorcerer,DARK,2,Spellcaster,1300,400,36107810
8087,Ido the Supreme Magical Force,DARK,6,Fiend,2200,800,35984222
8088,Violet Witch,DARK,4,Spellcaster,1100,1200,62379337
8089,Tragoedia,DARK,10,Fiend,-1,-1,98777036
8091,Stardust Dragon/Assault Mode,WIND,10,Dragon,3000,2500,61257789
8092,Fabled Lurrie,LIGHT,1,Fiend,200,400,97651498
8093,Fabled Grimro,LIGHT,4,Fiend,1700,1000,24040093
8094,Fabled Gallabas,LIGHT,4,Fiend,1500,800,60434101
8095,Fabled Kushano,LIGHT,3,Fiend,1100,800,97439806
8096,Jurrac Protops,FIRE,4,Dinosaur,1700,1200,23927545
8097,Jurrac Velo,FIRE,4,Dinosaur,1700,1000,59312550
8098,Jurrac Monoloph,FIRE,3,Dinosaur,1500,1200,36717258
8099,Jurrac Tyrannus,FIRE,7,Dinosaur,2500,1400,62701967
8100,Naturia Antjaw,EARTH,2,Insect,400,200,99150062
8101,Naturia Spiderfang,EARTH,4,Insect,2100,400,25654671
